tau_vec,gamma_GP_unc,gamma_median_constr,lower_bound_constr,upper_bound_constr
1e-06,0.03939921460751705,0.049081081497731785,0.001167840112200043,0.13707998660510384
1.5505157798326253e-06,0.03641918979921854,0.040230188604255535,0.009681066429061894,0.07597599143214281
2.4040991835099745e-06,0.03317537954517391,0.03177641002654763,0.007257768775406601,0.05677176184285983
3.727593720314938e-06,0.030995586146350007,0.028381404059545208,0.0024895341999530934,0.050501675889473595
5.779692884153313e-06,0.03081558178707766,0.02841867397400085,0.004528878573120684,0.05169329355924688
8.96150501946605e-06,0.03290551203597758,0.03206229341763769,0.009660735661316677,0.05436800958644817
1.3894954943731361e-05,0.036848864628261424,0.037328807944982355,0.015872485052036377,0.058152734152895395
2.1544346900318823e-05,0.04175009226939963,0.04268222867173091,0.02238217736217378,0.06327911095527308
3.340484983513244e-05,0.04659703296326967,0.047494038819823656,0.02693097892932848,0.06769268192421386
5.1794746792312125e-05,0.05071615000347052,0.05158519411093171,0.030840158714680717,0.07253440962645664
8.030857221391521e-05,0.05424952640592551,0.0547792801259462,0.034295388336511384,0.07512396923613111
0.0001245197084735032,0.05848458487090369,0.05851920614620946,0.037937667686219034,0.07849111587947669
0.00019306977288832496,0.06574360994888195,0.06496432459016828,0.044258097076636624,0.0850773975689094
0.00029935772947204905,0.07858213197157582,0.07703136997195975,0.05616905129733371,0.09750380224479108
0.00046415888336127773,0.09840315836920865,0.0968274214730998,0.07703856053521463,0.116949079770433
0.0007196856730011514,0.12415855828522382,0.12388066888942353,0.10370150407525128,0.14387045409835306
0.001115883992507748,0.15216756369623852,0.15399115374657046,0.13374494271738707,0.17374626699598547
0.0017301957388458943,0.17777614399643227,0.18113268361245355,0.16071122595867154,0.20138370173441156
0.0026826957952797246,0.19852238753808038,0.20126639580778527,0.18127430447063042,0.22124578266533668
0.004159562163071843,0.21718727741033206,0.21685906081606235,0.19692820738593153,0.23668223366307922
0.00644946677103762,0.2425172897136747,0.23830038375628843,0.21892718364067118,0.2579813780461685
0.01,0.2861953649566473,0.280478853549585,0.26063749317032436,0.3005491802431289
0.015505157798326221,0.35666170811604303,0.3537564096718313,0.33391576961908886,0.3737174573182168
0.024040991835099692,0.45256583393182126,0.4560445975319889,0.4362694461018544,0.47573228762476655
0.03727593720314938,0.5595506566671844,0.5687612298184832,0.5491002825468791,0.5880607823139421
0.05779692884153313,0.6529131107617658,0.6623372304398398,0.6426619818156575,0.6821358994211344
0.0896150501946605,0.7058654638270951,0.7079894195289662,0.6888527081079309,0.7273824140690203
0.1389495494373136,0.7001182406558826,0.6909677419280327,0.6713961960584671,0.7103707564377632
0.21544346900318823,0.6340014643287404,0.6173725756433066,0.5975943777309942,0.6368302046646791
0.33404849835132444,0.5242123329718709,0.5114684179520184,0.4911577405372724,0.5312513041648533
0.5179474679231202,0.40010326125581486,0.40402452680055656,0.3848389460323812,0.4238059734439622
0.8030857221391504,0.29277670785577214,0.3174663818267997,0.29910008446602493,0.336189402322894
1.245197084735032,0.22351942860226615,0.2582077562174573,0.23832689788298506,0.2780596368349527
1.9306977288832496,0.19630739301629774,0.21777082800346867,0.19707393873972964,0.23772757414559387
2.9935772947204904,0.19727956576279837,0.1816046453631197,0.1621541950519027,0.19950930031489864
4.641588833612772,0.2011259487414776,0.1393432724910727,0.11956695289880631,0.1574006479510383
7.196856730011514,0.18156414755332406,0.09169951553562398,0.06709436241425482,0.11447823898281857
11.15883992507748,0.1216157029686471,0.047477444988935164,0.023518929476749627,0.0744256846213221
17.30195738845891,0.019756447856906334,0.017397982982772564,0.0007523116225631942,0.04413292625133385
26.82695795279722,-0.11006167524288202,0.007114720974070246,0.00014076966309113648,0.03453746016031254
41.595621630718426,-0.2439458647676389,0.015368355585581,0.0003816297390006936,0.05707513777242247
64.4946677103762,-0.35649366049067055,0.030219381937725248,0.0026984734814334177,0.10777874196766943
100.0,-0.428691149951856,0.04215166500861306,0.0007946843441375233,0.17679947964864093
