tau_vec,gamma_GP_unc,gamma_median_constr
1e-06,0.009136044899505757,0.016489267745726396
1.2775649214671156e-06,0.00922401781614357,0.014275625366923232
1.6321721285632737e-06,0.009605249988511533,0.012522078867128045
2.0852058572487536e-06,0.010396781277552058,0.010978585208065599
2.663985857258773e-06,0.011605634865749392,0.010473867403036161
3.403414882518304e-06,0.013110761950654304,0.011203112717815478
4.348083467104509e-06,0.014687024662126458,0.012765860790461962
5.5549589131838355e-06,0.01606986251851472,0.014593163226841802
7.09682064767476e-06,0.01704346574430815,0.016389241492309935
9.06664911341279e-06,0.017523646280147798,0.017753776295794076
1.1583232862547103e-05,0.01760471763147642,0.018368420720011665
1.4798331982375302e-05,0.01754978184069378,0.018536692519709644
1.8905829836907567e-05,0.01772323531297193,0.018548965473414683
2.4153425010859467e-05,0.018486070493492157,0.01892554373856689
3.0857568527160536e-05,0.02008992835180834,0.020060507393602257
3.942254711206799e-05,0.02260800093370552,0.022229845623854876
5.0364863305262693e-05,0.025928006552035754,0.025376150913173176
6.434438263328994e-05,0.02980901647732992,0.02935639538215782
8.22041261457491e-05,0.03397910366262202,0.033740218909432435
0.00010502110796366669,0.03823487990953556,0.03824422284337933
0.00013417128354799117,0.04250395548020691,0.04274661205130321
0.00017141252532913142,0.04684769221434504,0.04718290499036193
0.0002189906294605915,0.05140782578156511,0.051734241125335645
0.0002797747463288545,0.056325559930507474,0.05647282976631063
0.00035743040182210516,0.06167451892561271,0.061636406449164315
0.00045664054323381684,0.06744315090745623,0.06716592170368406
0.0005833879397552122,0.07357920087055803,0.0732690700096289
0.0007453159674382292,0.0800777386529532,0.07985584672501508
0.0009521895354084076,0.08706825727572465,0.08702769540107132
0.0012164839490258514,0.09484782041308826,0.09495555654803887
0.0015541372208032168,0.10382205187845273,0.10410061456729003
0.001985511196444583,0.11435042905541337,0.11469524339551027
0.0025366194557577995,0.12653456444581934,0.12679165276154356
0.003240696035787167,0.14002113516751535,0.14008438538136256
0.004140199576459225,0.15390008094357377,0.1537092401914532
0.005289373746757309,0.16675713693420668,0.16638572808890195
0.006757518355386224,0.1768928155195333,0.17639914852013758
0.008633168407011584,0.18266319415145205,0.18223292534726812
0.011029433117916137,0.18285189861242124,0.18276941952031073
0.014090816855117302,0.17696525386991624,0.17726693887684927
0.018001933328915445,0.16536153329384184,0.1660244055429953
0.02299863853961211,0.14917502928954107,0.15004225350526001
0.02938225383971012,0.13005915958102676,0.1307852922664332
0.03753773681925603,0.10982767515830716,0.11022367981638949
0.047956895791546085,0.09010019109127043,0.08986845106625907
0.06126804780573322,0.0720491162730692,0.07116170841073094
0.07827390868337487,0.056304465225078815,0.05495980428525385
0.1,0.04301702548571562,0.041654458945580945
0.12775649214671156,0.03202964170924005,0.031168973030120558
0.16321721285632737,0.023078371743217474,0.02314162903407716
0.20852058572487536,0.015947796654975477,0.017168673670853084
0.2663985857258773,0.010533844685474136,0.012766030159540821
0.3403414882518311,0.006809755945126561,0.009573416146288375
0.4348083467104509,0.004729326152962621,0.007251018210170152
0.5554958913183835,0.004122467843318489,0.005527061802233168
0.709682064767476,0.0046355465618930225,0.00428768648831533
0.906664911341279,0.005746404674835226,0.003335911191222317
1.1583232862547104,0.0068520745734277355,0.002648868661008134
1.4798331982375301,0.007398830672675327,0.0021185058461775288
1.8905829836907568,0.007009572400073605,0.0017400914374240124
2.4153425010859464,0.00556645672455458,0.0014481030775081749
3.0857568527160537,0.003224182572675094,0.0013117346862012596
3.9422547112067985,0.0003534653413581612,0.0012713788598271679
5.0364863305262695,-0.002564167398203976,0.001289273820525401
6.434438263328994,-0.005057023955637563,0.0013967686772364857
8.22041261457491,-0.00676604955943505,0.0015593400318725786
10.502110796366658,-0.007506502666509318,0.0018108949814753875
13.417128354799116,-0.007280329335156321,0.0020992261764981555
17.141252532913143,-0.006245584963318229,0.002439279926033963
21.89906294605917,-0.0046589397912400465,0.0029461679876421547
27.97747463288545,-0.002810397104024087,0.003536168646952306
35.743040182210514,-0.0009665755167644896,0.004191920061595267
45.664054323381734,0.0006674146372033785,0.005056320070013897
58.338793975521156,0.001964592561182227,0.00614016177093475
74.53159674382292,0.0028740644709160518,0.007434427717659939
95.21895354084086,0.0034064206397218244,0.00905755188615235
121.64839490258527,0.003613413159302095,0.010915706028648355
155.413722080322,0.003567639569434858,0.01299096648784339
198.55111964445788,0.0033459282987117235,0.015308132913478031
253.66194557577967,0.003018017338238331,0.017852281309266988
324.0696035787167,0.0026404740060991493,0.020465692208241952
414.01995764592243,0.0022548252407746504,0.023311528292497278
528.9373746757313,0.0018885066295256294,0.02617976098172256
675.751835538623,0.0015573137487084705,0.02896408831938626
863.3168407011601,0.0012683436916086765,0.03178032303147624
1102.9433117916114,0.0010227791246494485,0.034779572849762505
1409.0816855117303,0.0008181869857493184,0.03779616070690123
1800.1933328915445,0.0006502340014440887,0.04034252326187507
2299.8638539612107,0.0005138584068241606,0.04296810739178869
2938.225383971012,0.0004040003564335442,0.04482486985321451
3753.773681925611,0.0003160076980144406,0.04617459946359058
4795.689579154599,0.00024582155327761124,0.04646213885646726
6126.8047805733095,0.00019002366535788022,0.04519934208958326
7827.390868337488,0.00014580432560083896,0.04295547726690812
10000.0,0.00011089035324661142,0.040543874809462845
