freqs,Z_re_median,Z_im_median,Z_exp_real,Z_exp_imag,Z_re_percentile_0dot1,Z_re_percentile_0dot9,Z_im_percentile_0dot1,Z_im_percentile_0dot9
36.801809999999996,6.299942710966096,-0.40548669448096386,6.2978,-0.40265,6.292035049084142,6.307826724191443,-0.41167752733274826,-0.399378099001778
54.39082,6.212001613502741,-0.35778183345261116,6.2055,-0.35857,6.204135691148559,6.220059054001788,-0.36394672125134947,-0.3515571866498248
80.43755999999999,6.134274805576787,-0.31481215875709956,6.1335,-0.31166,6.126581354082141,6.14234785531953,-0.32089599314535394,-0.30870698913310524
118.8213,6.066273636569217,-0.2758115349254188,6.066,-0.27421999999999996,6.058578227647488,6.074264405287826,-0.2821399140209045,-0.26951751414550507
175.7311,6.0071406709444695,-0.24028399728593614,6.0027,-0.23561999999999997,5.999162454997485,6.014869878670005,-0.24647441323729727,-0.23412073663379224
259.7506,5.956531699188261,-0.20859401442233805,5.9586,-0.20745,5.948363705642843,5.964217522386533,-0.21493926730014526,-0.20245391863436085
384.1396,5.913228440223806,-0.18088972840894774,5.912999999999999,-0.1811,5.905080399239727,5.920855714342633,-0.18713256207602366,-0.17472598192039615
568.0007,5.875951386052106,-0.15710300757935564,5.8734,-0.15834,5.867784967562447,5.8838094413525965,-0.1632715576850407,-0.15090750145204826
839.194,5.843398045753295,-0.13690356017230143,5.8419,-0.13901,5.835302197274552,5.85135326781596,-0.14305462678868822,-0.13074520393668793
1240.397,5.814425010196031,-0.11938446278221099,5.8121,-0.11955,5.806300031994887,5.822545293245553,-0.12535885756040585,-0.11322242218599145
1835.5870000000002,5.788414545772104,-0.10358123854918505,5.7877,-0.10353,5.780222042756125,5.796492412832811,-0.10962378044843127,-0.0972863112549071
2710.867,5.765141187423085,-0.08882257990639567,5.7636,-0.086776,5.757096186954035,5.773143023254658,-0.09498130826968469,-0.0824550655838284
4011.283,5.744104013805428,-0.07410147998757455,5.7391,-0.075043,5.736141021680401,5.751999755927519,-0.08031588580779961,-0.06789751767976888
5937.732,5.725247722658713,-0.05879683069738936,5.7225,-0.06305,5.717265417403569,5.733217339296246,-0.06509417213463754,-0.05254813469284947
8763.363000000001,5.708337042810133,-0.04179608602612027,5.705,-0.046601,5.700095463042292,5.716398451512032,-0.04828835695792306,-0.03529784570229894
12952.79,5.692661858027682,-0.02137001508678285,5.6905,-0.024628,5.684419475327049,5.700699850920236,-0.02811089056453214,-0.014537419152952891
19150.83,5.6779392859047695,0.004899565158435327,5.6758,-0.0025664,5.669901884070628,5.686197572952697,-0.0023445297200308446,0.012049253641573653
28317.99,5.66391802048787,0.04064632274714116,5.6669,0.032551,5.655656724101445,5.672531904013826,0.03308651477981765,0.04843266779479669
41864.61,5.650463006264962,0.09124747331962703,5.6503,0.082195,5.64194632854529,5.658998763096626,0.08263626025967374,0.10011313796263394
61896.9,5.637540283946531,0.16436285246207216,5.6429,0.1594,5.629450231985329,5.645933677064492,0.15300656065217683,0.17582568721974576
91504.6,5.625622369415698,0.27114576824155723,5.631,0.26729,5.617214392703836,5.634207724820018,0.2551976995085893,0.2870829766228096
135280.6,5.61547635800716,0.42712052597118044,5.6205,0.43331000000000003,5.605252386590732,5.625946346023692,0.4048331935710015,0.4496684561469075
199998.1,5.607967520284252,0.6552874216483018,5.6101,0.65871,5.594740607806173,5.620640494575007,0.621249236600173,0.6882204089873942
