lower_bound_constr,upper_bound_constr
0.009113692496795636,1.448844935625251
0.12144572333674708,0.7961160207655178
0.11708749903979704,0.6338372104346257
0.058368107427790444,0.5573227261207704
0.060189991151093726,0.5216895730891316
0.09477416567913503,0.5232759394315128
0.14550995773486747,0.5564124834364589
0.23231083521522242,0.6230375206462514
0.31429791397877205,0.6972587822074342
0.3817680883044892,0.7616600533128471
0.424955936392301,0.7943064623539591
0.43856120667418086,0.8029791947658129
0.4819661705772598,0.8452815634265937
0.5862564113834102,0.9519120677666446
0.7922646338486229,1.1494805155704155
1.07864132585444,1.4295757529942363
1.381610691959541,1.7396297333744115
1.6408540484611036,1.996173933100225
1.8181395052744798,2.178243224915468
1.9638969759346594,2.321330335208458
2.184122572961898,2.5391799406628293
2.631862189627562,2.9936644167377975
3.3936618814416204,3.745719958278659
4.430572847659921,4.7843860400802125
5.553781210301965,5.905337930777742
6.473591587309429,6.8267753872286905
6.915564352315362,7.268024014977716
6.718735792288577,7.067902899698951
5.925705569171987,6.282862022781382
4.757834153967129,5.122637508934008
3.5500785613586205,3.900871240700527
2.5578143265505378,2.8936801597711312
1.906205709301929,2.2596924817308683
1.57425677413452,1.947998046610834
1.4201490328746786,1.7753952605707217
1.2721534371976193,1.5959062517196245
0.9727398636979259,1.3354141157308161
0.5503573646139033,0.9893320494351706
0.1843756208963905,0.6204359853104999
0.002969352023458519,0.3411803950758369
0.0009521822295806271,0.3075992399687631
0.008862490427475639,0.7364520503685758
0.012417107219938666,1.595094208736739
