lower_bound_constr,upper_bound_constr
0.002938590503129832,0.25590977108164237
0.01732174635858642,0.1782291493503688
0.021604316717973613,0.12172153043726887
0.01965290720626396,0.09826817680987016
0.009181121048047119,0.08618340850229061
0.003818931351151267,0.0784172723615731
0.00373882003757065,0.07397258476166582
0.005301387786886586,0.06978048925470971
0.005149010303393442,0.06746890835564391
0.007079199142251885,0.0656400171056668
0.008605618454780755,0.06595323665819713
0.009246438751773077,0.06694514375563641
0.01231423147988249,0.06901058451156764
0.017034078451838106,0.07254023138126207
0.021360517364791377,0.07741017534239157
0.027237919347013112,0.08269572696831426
0.03282423015635856,0.08864884348468546
0.03868813713863277,0.0949369004426845
0.04582673348644412,0.10205244581015233
0.05205054060254846,0.10885405522287082
0.058525054200896036,0.11515929590782034
0.06468687761236964,0.12134915911446503
0.0697526584567617,0.12636800566727727
0.07325961891963104,0.12878467627166632
0.07544256865208791,0.1319501176011152
0.07756448264670732,0.1348873520446112
0.08267981885905303,0.1397540728650916
0.09251240282578807,0.1482539895308781
0.10788202193311217,0.16411683350042547
0.13108952514160047,0.18735117897980025
0.15958435971212978,0.21681495394763245
0.19292466347788612,0.24983600751401366
0.22727741370253282,0.28332940046157
0.26112549575649624,0.31745476626493535
0.2924018152248831,0.3493758783520929
0.32380410791975794,0.38111287888245565
0.3582973699979218,0.4152179985840776
0.3994395351834617,0.45568614684828074
0.4482986484871704,0.5050896453645485
0.5056703488609728,0.5623155123253643
0.5688568254663949,0.6257111748701149
0.6330070832622088,0.6885338320852359
0.692951310050981,0.7481759850759763
0.7433455513229551,0.7997496272850713
0.784592683593899,0.8409745684296888
0.818933542295488,0.8752001600610293
0.8490760970845547,0.9041192462559386
0.8763205714584178,0.9300696501207327
0.8994687458348295,0.9540457253973567
0.9163245974395009,0.9708549541719662
0.9199905291485873,0.9732751965450137
0.9009113752703752,0.953019230096837
0.8534739857713063,0.904188186581411
0.7760692372570429,0.826772017455667
0.6730316562004177,0.7234154289343334
0.5554806457736068,0.6046107452996503
0.4365577123815813,0.4842679503555096
0.3284818813079853,0.3729548173424479
0.23889106317255698,0.28100861048694936
0.17101853928874688,0.21262087061854068
0.12359367608835932,0.16386076542668157
0.09138670756693937,0.12901797682356494
0.06951036215290955,0.10184085819462801
0.0519857553692038,0.07976958075582177
0.034724296961489556,0.060897906465198645
0.018594974673577423,0.044586412709120796
0.006780346970245854,0.03135212029250405
0.0014101387422581677,0.020454809834390773
0.00012986623143089682,0.013421538193163251
4.284444883050214e-05,0.009953368339660736
6.741359612331881e-05,0.010118903034568829
0.00010778277192051752,0.010395058915138597
0.00011029441902084116,0.010425209945687068
9.462348226168316e-05,0.009859104007476313
7.801691446718522e-05,0.010004971067461543
8.602606299613953e-05,0.010918078550342885
0.00012385499854805594,0.013202877894299952
0.00015839875945993482,0.01667932227884059
0.00022226351910619444,0.019166966728504868
0.00020513726292580465,0.022292959681075274
0.00021199581976167223,0.02574973966085561
0.0002750193512362742,0.029738963995415268
0.0003099219055750857,0.03659999872085739
0.000430111722224199,0.04465598302882582
0.0005426593723167105,0.05504725632517206
0.0005760698162755373,0.06616929050604525
0.0008142871021995934,0.08096852939089845
0.0009187726882186125,0.09619593634719228
0.0013264295576761152,0.11267127133959881
0.0015513271901337492,0.1319106424915552
0.0017601678466693275,0.15817944617190405
0.002641248995663517,0.19064478218867975
0.003106598666648613,0.22980555771493985
0.0036094184628005345,0.2724108555044254
0.004165988924109591,0.31963382668066975
0.005160500875708903,0.377336348060353
0.006437948704892214,0.4268475776706106
0.007958128189301665,0.478644765369349
0.009521284118257168,0.5324057860196957
0.010665743913856674,0.5815999408438051
0.004177560776381498,0.6310865090552378
