tau_vec,gamma_GP_unc,gamma_median_constr
1e-05,0.28122842133199555,0.13276458909161676
1.198537661576262e-05,0.18264838946225836,0.08540153426707482
1.4364925262166945e-05,0.09087810856463108,0.04911422045706913
1.7216903932435345e-05,0.014379657349401498,0.024098892699512722
2.0635107778764207e-05,-0.040687643089128755,0.009519429660210264
2.473195382353419e-05,-0.07139371821205032,0.0029291475705430156
2.964217810187076e-05,-0.07839940822407243,0.001484961027160149
3.5527266826243264e-05,-0.06567329985473691,0.0022499555274728966
4.2580767304121515e-05,-0.039620944742864594,0.0032643306017366668
5.1034653272804754e-05,-0.007810238403465064,0.0036474355448927126
6.116695399294274e-05,0.022439090431348063,0.003289177392460936
7.33108980044444e-05,0.0453129709624136,0.0028455463019603396
8.786587226230266e-05,0.05736489878911755,0.003042678182792965
0.00010531055707361888,0.057839712256736675,0.004274414412346182
0.00012621866881430864,0.048443233539316566,0.006663318898882126
0.00015127782816797016,0.03266224421969355,0.00970783048998782
0.00018131217442077455,0.014824838780157279,0.012644847864761471
0.00021730946954558249,-0.0008755554612775995,0.014784319441513111
0.0002604535834675404,-0.011190529414960793,0.015981587723956824
0.00031216342887834366,-0.014323296709108035,0.01627234285492142
0.0003741396260774778,-0.010078360077557136,0.016509087943266276
0.0004484204325419178,0.0003166974536839007,0.01766042022328001
0.0005374487766218061,0.014627837032662683,0.020458004674590434
0.0006441525999493224,0.030151589839107373,0.025520068320422876
0.0007720411508415302,0.04425728975348875,0.0326255503558433
0.0009253203955702538,0.05484468391105679,0.04071491696161654
0.0011090313431155938,0.06066215423646781,0.048160876180796716
0.001329215832592545,0.061463575156437855,0.053327495160294516
0.0015931152357256133,0.05800506270171013,0.05550053955671437
0.0019094086092480919,0.05189546171601478,0.05407534507256677
0.002288498129521791,0.04532052483361326,0.04972613643997478
0.002742851196678697,0.04066683342404076,0.044889586670857545
0.0032874104593189376,0.04008277239904601,0.042008497300173794
0.0039400852445534654,0.04503124746028675,0.04396206890732958
0.004722340555418245,0.05590792157320834,0.0525445414457449
0.005659903006457729,0.07181092723024562,0.06794254012207215
0.006783606914108303,0.09054352044464054,0.08870615556920589
0.008130408367887929,0.10890308198855791,0.11111272486397966
0.009744600632908471,0.12325776564267699,0.1303846576849591
0.011679270855560683,0.13034370279163454,0.14129477363494727
0.013998045980139491,0.12814623755286902,0.13999391239753406
0.0167771852956734,0.11667752508623153,0.12558171082995453
0.020108088432108043,0.09844818255652399,0.10063042395123985
0.02410030128818746,0.07846393878273261,0.07133546407218544
0.028885118749227574,0.06365954988422118,0.04742247227341897
0.03461990268005186,0.06179882016760985,0.03932827462612946
0.041493257202147124,0.079997338603647,0.056503432286347605
0.04973123145824381,0.12313330239180686,0.10519522293171397
0.05960475385927138,0.19247249421337642,0.18638849373831956
0.0714385423093198,0.28482592299371845,0.29427238371080705
0.08562178344582902,0.39247756530340894,0.41736930984679
0.10262093211115313,0.5039773403559877,0.5400861490786972
0.1229950520012778,0.6057190123931093,0.6446701040063861
0.14741420201106226,0.684052136717753,0.7158631507524748
0.17668147296146927,0.7275505774874347,0.7428270143928114
0.21175939944708896,0.7290083016145843,0.7218858772241938
0.2538016154301076,0.6867707343225362,0.6564894061918722
0.3041907946618789,0.6051314239038419,0.5568982282894933
0.36458412370707327,0.49370425770042914,0.43815055212681
0.43696780307570626,0.3658824104351339,0.3167510879647795
0.5237223688824736,0.23667323202229795,0.20667596834574195
0.6277009833155803,0.12031538559405419,0.11809141491765175
0.752323268712176,0.028116809801289833,0.0559415529554979
0.9016877712317013,-0.03310510050056337,0.019646016398723053
1.080706752803955,-0.06173111675389009,0.004274798980362884
1.2952677443553275,-0.06112046698719098,0.002547351130471401
1.5524271734347939,-0.038568225297048286,0.007713325493064683
1.8606424342159842,-0.003691087183838704,0.013644352464938671
2.23005003213479,0.03342088545579003,0.016899392867007507
2.672798950712899,0.06393596237018073,0.016336107783085304
3.2034502042509247,0.08160161642405228,0.01320942676642995
3.8394557167789025,0.08346765215237895,0.00925960568130721
4.601732276513797,0.0699559220269137,0.00618621243581037
5.515349441892855,0.0443470216302444,0.004773571543342157
6.610354022862205,0.011850789136296669,0.005376267852836951
7.922758252752504,-0.02152083697951923,0.007188731389424347
9.495724149488018,-0.05005676207194654,0.009226656219423902
11.38098301710061,-0.06924204497568986,0.010611702135653073
13.640536771754917,-0.07632806350580701,0.010955621781941725
16.348697045064153,-0.07053613224759125,0.010332825010367412
19.594529126209935,-0.05292315338216369,0.00934004728807835
23.48478111861566,-0.025989712258384756,0.008995895894535047
28.147394644535968,0.006861380365289271,0.009762318497939865
33.73571255672634,0.04190484976155595,0.012161295939262391
40.43352203934773,0.07561624676405465,0.016202504500160753
48.46109895433208,0.10507283960233971,0.021875655201988642
58.082452218141015,0.1281994490698366,0.02879834889494222
69.6140064601457,0.14385740757979493,0.035106820648606395
83.43500851569783,0.15179856010127735,0.0401640619773353
100.0,0.1525206824962294,0.04433169073419666
