tau_vec,gamma_GP_unc,gamma_median_constr,lower_bound_constr,upper_bound_constr
1e-06,0.07278196104239676,0.09150464805160097,0.002175332511345971,0.24421414183597212
1.2589254117941661e-06,0.0714207274340799,0.08236819354762628,0.01611890895529913,0.1705446623744615
1.584893192461114e-06,0.06759650319574373,0.07200627997911933,0.022771010273540494,0.12063083908022282
1.9952623149688787e-06,0.06188372185093005,0.06018469572407906,0.02305865748419459,0.09625536268666113
2.5118864315095823e-06,0.05510747418478701,0.05068231961539152,0.011158120725308852,0.083947902459001
3.162277660168379e-06,0.048205326306232976,0.04333387113738445,0.005050052484819586,0.076421993422428
3.981071705534969e-06,0.0420689132409926,0.038074468447050924,0.004381342429094865,0.07211821531165649
5.011872336272725e-06,0.03740154557101949,0.03552307973279706,0.005870645877872525,0.06820079466705226
6.30957344480193e-06,0.03462349423314226,0.03530101610833619,0.007205641872224901,0.06463498524127395
7.943282347242822e-06,0.03384368567392482,0.036026356799660764,0.008868189803264202,0.06431719981548802
1e-05,0.03489937761370676,0.037505786103141446,0.01046297568073966,0.06378748637390946
1.2589254117941661e-05,0.03744883949813804,0.03970382980447791,0.011909329638089473,0.06536860026224968
1.584893192461114e-05,0.04108999955147574,0.042158132414775576,0.015051609208598826,0.06719653110275872
1.9952623149688786e-05,0.04547255322446864,0.04505518930945522,0.0191063899657613,0.07011600662565551
2.5118864315095822e-05,0.05037281641183755,0.04902347684840051,0.023044633189382244,0.0739548802861844
3.1622776601683795e-05,0.055709633804092995,0.05411905386942688,0.02836471342099794,0.07951624102544491
3.9810717055349695e-05,0.06149547808781852,0.06013461522341286,0.035308111727002704,0.08588497709548037
5.011872336272725e-05,0.06773781584900851,0.06711642044385549,0.042850583784761975,0.09269628486724732
6.309573444801929e-05,0.07432751885772038,0.07456211426206161,0.0498694757503912,0.09998546561294848
7.943282347242822e-05,0.08096594264856427,0.08199772303016539,0.056974031753930426,0.10728572014304794
0.0001,0.08718110308074711,0.08844837892614191,0.0631056151091174,0.1130369636953116
0.00012589254117941674,0.09245978440230573,0.09358647683692956,0.0678666275149183,0.11851313358383742
0.00015848931924611142,0.09647819319096496,0.09710884879130866,0.07205148176985593,0.12184316090489687
0.0001995262314968881,0.09936200974103998,0.0990987791577693,0.07452559697334941,0.12368589813431935
0.0002511886431509582,0.10186956381141093,0.10096015393501359,0.07634395994209542,0.12593029130071792
0.00031622776601683794,0.10539225799342872,0.10420417830012552,0.07928334901671054,0.12960964660704774
0.00039810717055349735,0.11171594284117409,0.11063935571251593,0.0858390882500389,0.13622065990548468
0.0005011872336272725,0.12257643284879413,0.12168307302151238,0.09711228012712898,0.14670297816298924
0.0006309573444801936,0.1391401355690293,0.13928817481842443,0.11466138670381221,0.16392306420961433
0.0007943282347242822,0.161602961006362,0.1626605624171089,0.13729948889604432,0.1863956099228169
0.001,0.18909008126120802,0.19057149146141789,0.1653711044630254,0.21495787151308182
0.0012589254117941675,0.21994513397091742,0.2214526536696819,0.19621732253937277,0.24594736011518292
0.001584893192461114,0.25234687751171586,0.25343607390845624,0.22862997486245495,0.2780205339443394
0.0019952623149688807,0.28504247336046906,0.2852279560820422,0.26051802981085864,0.3104677983685
0.002511886431509582,0.31790708803194895,0.3168588715117604,0.2919337214911542,0.341457600737527
0.0031622776601683794,0.3520756252670053,0.35011043623429505,0.32569354588486926,0.37497699049746075
0.003981071705534973,0.38954402845551794,0.38739745705029494,0.3628736026631859,0.41224501342691744
0.005011872336272725,0.43235187791833224,0.43084603162055135,0.40642904665177587,0.45558084083660105
0.006309573444801936,0.4816470405480904,0.4814203835736922,0.4559382341292293,0.5067157003793044
0.00794328234724282,0.5370102934960082,0.5386032995437231,0.5142153495991774,0.5635136002474059
0.01,0.5963376641244387,0.599272788292152,0.5743332508217988,0.6241279636722283
0.012589254117941687,0.6563613546609071,0.6598285180638119,0.6348879922797754,0.6845215461334223
0.01584893192461114,0.7136203187736989,0.7160761674846047,0.6918296454348442,0.7409583253471437
0.01995262314968879,0.7654835723115957,0.7660041051410138,0.7412542759212124,0.7918137627470704
0.025118864315095822,0.8107799437867352,0.8087360346890626,0.7844684043875784,0.8334917381566072
0.03162277660168379,0.8497313912948555,0.8456713576305908,0.8217392302799479,0.8698625174091911
0.039810717055349776,0.8831750214624816,0.8782450226819591,0.8545949735871647,0.9022891752642558
0.05011872336272725,0.9113765493653586,0.9077265990766232,0.8835089429591716,0.9316973431745162
0.06309573444801943,0.9329495067360943,0.9321038114718514,0.9076437218938112,0.9555989699145189
0.07943282347242822,0.9444015760145587,0.9475150289820857,0.9230508758190379,0.9717489524938197
0.1,0.9406151959343285,0.9472973051270042,0.9234716566112436,0.9707797282508571
0.12589254117941687,0.9162100269348119,0.9244704076141402,0.9013513635734923,0.9476469022269314
0.15848931924611143,0.8673704521998336,0.8743182736237256,0.8514331315362842,0.8966021789071514
0.19952623149688828,0.7935003372138795,0.7962887878236795,0.774458140168147,0.8184166546192916
0.25118864315095824,0.6980845381727293,0.6951130704138393,0.6732352889692693,0.717314988045509
0.31622776601683794,0.5883932140191015,0.5801098877865988,0.5586627263484973,0.6021808946269246
0.39810717055349776,0.4740665092881224,0.4625752961007201,0.4422605110644101,0.4842453353208774
0.5011872336272725,0.3650113206644334,0.35420527532058343,0.3351333093053374,0.37457505045547873
0.6309573444801942,0.26927927705025045,0.2632036123316669,0.2440246015372742,0.28259152051892966
0.7943282347242822,0.1915883483929597,0.1932007197035763,0.17462380910383693,0.2116284505536279
1.0,0.13290724875547139,0.14288315177075273,0.12437356843444876,0.16131197243906636
1.2589254117941688,0.09113902217893191,0.10856135532748534,0.09087002194584293,0.12466760784069605
1.584893192461114,0.0625637239419482,0.0841977501229784,0.06790441791807288,0.09754420275833817
1.9952623149688828,0.04346669522114237,0.06482625213876188,0.05073645499894162,0.0771180684776521
2.5118864315095824,0.03136488104593386,0.04784672117488578,0.03491766159925771,0.05943699205237677
3.1622776601683795,0.02543972417892842,0.032636852691637325,0.019840356024622453,0.04452440400988184
3.9810717055349776,0.026105850272386346,0.01984477187869389,0.008517036774013767,0.031775746081137236
5.011872336272725,0.033965662684258054,0.010326318656326926,0.0021581937866273515,0.02127354350627975
6.309573444801943,0.04860681169256374,0.004617585105731202,0.00022618795056768322,0.013851443347789951
7.943282347242821,0.06772888261504469,0.0022676440381775437,6.003066332291335e-05,0.009981368380480698
10.0,0.08694298141486363,0.0019524350478947808,5.5960641706407765e-05,0.009057257331938795
12.589254117941687,0.10033828391862341,0.0023689360450050295,8.104392382850488e-05,0.009816272344416632
15.848931924611142,0.10164808535938774,0.002622397063331866,0.00010545906040130087,0.010065546021867742
19.95262314968883,0.08566258253582118,0.002523668913961351,0.00010641984288050992,0.009877397622578235
25.11886431509582,0.0494783114730222,0.002326927726910552,6.285294546164132e-05,0.010213876584462761
31.622776601683793,-0.006752270478341186,0.00234851969131478,6.930477355979546e-05,0.010959189112128917
39.81071705534978,-0.07974279624756418,0.002783338350841505,8.445931918188237e-05,0.012635042780077035
50.11872336272725,-0.16364470966690178,0.003562218575133433,0.00015364420703729284,0.01576180197318146
63.09573444801943,-0.25108533723573856,0.004489678927527663,0.00016607406570578963,0.019275770784034633
79.43282347242821,-0.3344001594956343,0.005261288715708801,0.0002346161448121731,0.02236367987422832
100.0,-0.4067824609912999,0.0059787681943773985,0.00023303428013044243,0.02565589830738942
125.89254117941663,-0.46313792523855674,0.006769059413489931,0.0003047334304677912,0.02891776450814758
158.48931924611173,-0.5005340010549142,0.007839011504744975,0.0003419080381399742,0.03409443427802017
199.5262314968883,-0.5182396401619885,0.009705190883063541,0.0003503106788677468,0.04232303927870415
251.18864315095823,-0.5174334220092992,0.011941450541265719,0.0004915746868701286,0.05179686926197388
316.22776601683796,-0.5007033438198655,0.01494707102913867,0.0007316944346955921,0.06427469891357349
398.1071705534969,-0.4714691122252712,0.018402086628521053,0.0008271888222393825,0.07830888849901937
501.18723362727354,-0.4334366109752597,0.02214290952515169,0.0009632927261419222,0.09376272783371797
630.9573444801943,-0.39015757008304797,0.026368985014218305,0.0010577048797385568,0.1113331957828929
794.3282347242822,-0.3447280325373849,0.03156252010030841,0.0013817795952084822,0.1311455772811161
1000.0,-0.29962614986272257,0.03780122768498803,0.0016667590357506371,0.15714744482795984
1258.9254117941662,-0.2566676929515814,0.045618972337426206,0.002247303853483374,0.19042927357446704
1584.8931924611175,-0.21704695746817992,0.05564676150474482,0.0029084004344283997,0.22869446438587476
1995.262314968883,-0.18142934059048335,0.06831345763223495,0.003119154458554696,0.2751049460466979
2511.886431509582,-0.1500665057092991,0.08349366265352266,0.003938839791978102,0.3232266554707564
3162.2776601683795,-0.12291253691129463,0.10070755724373012,0.005074960437242019,0.3726167000954924
3981.0717055349855,-0.0997273689729763,0.11808887336140544,0.006852830943302979,0.42216341344859704
5011.872336272735,-0.08016057694072223,0.1346472364210172,0.008168227273906708,0.47613907410688694
6309.573444801943,-0.06381368962565447,0.14769082355794397,0.009294902447432075,0.5188825926042131
7943.282347242822,-0.05028251136609904,0.15456226763471742,0.01150552775339564,0.5660346215900642
10000.0,-0.039182768717878326,0.15771568031481054,0.0036051593618305826,0.6137341750567068
