lower_bound_constr,upper_bound_constr
0.0004978991303086137,0.07452778254638265
0.001270889777386132,0.05262474376957201
0.001119095352802805,0.036932773387557113
0.0011896561214549159,0.030229089089776486
0.0010057848439311307,0.02685687239296188
0.001478113100813503,0.027511184305394665
0.0033164853034248357,0.029607833975472887
0.00627426740840803,0.03273415018520233
0.009610578943206504,0.03494765424262022
0.013101116059288733,0.03660844199332288
0.014506264126334673,0.037694068283224094
0.014955979478130446,0.03885072187734596
0.015611127226290981,0.039763049296217184
0.016888348846519498,0.041502927398743165
0.02040814854421511,0.043565796980377054
0.023882102866116802,0.047965796971349665
0.028366239788775508,0.052583643804850554
0.03334031713945289,0.057560465314311006
0.03768318092858511,0.061734005175614094
0.04090884517335904,0.06481868057145956
0.043000659624940665,0.06644816773092195
0.04421706511357611,0.06809655076833747
0.046553425720359115,0.07035944725234414
0.05070720663135416,0.07454242350253992
0.05815160378222921,0.08197380442073465
0.0692678810099562,0.0928325778340958
0.08281726346068091,0.10676672128815987
0.0985545258041909,0.12241401393934781
0.11425927162355784,0.13835915172637125
0.1289847734314011,0.1529360109957306
0.14155015687106898,0.16506730626166313
0.15227194416217002,0.17604029331098223
0.16210622621022874,0.1861191164041154
0.17297109852578807,0.19731499235807204
0.18719418476318223,0.21148430220087383
0.20625435696042427,0.23015960261851362
0.23001305988104337,0.2538991330191476
0.2579030044018425,0.2818293689879058
0.28700928938440223,0.31088992418095335
0.3151445813471049,0.3387470997725101
0.3388596951767981,0.3626627225183807
0.3554223559976407,0.3788712724143898
0.3624267053406065,0.38600679589864906
0.3602816606203545,0.38393614823707223
0.3493537627079306,0.3725933068936793
0.33033728604985635,0.35344412903328704
0.3052001766258769,0.32822623191413197
0.276055246814421,0.2989273707229207
0.24407849849414426,0.2667146704397203
0.21034289176105175,0.23298157761897959
0.17707280151039728,0.19904375477583755
0.14481616775644462,0.16646945391989773
0.11460937137712676,0.13593636519014454
0.0880038085274763,0.10862342277174654
0.0657620080827557,0.08548465481134489
0.04781785848883661,0.06683776993305074
0.0339508608937267,0.05230834828564749
0.02368510655816803,0.04161204094799295
0.01696255161009936,0.03329276648026854
0.01192276164152362,0.02676810629070539
0.008066102085773045,0.02159972368262435
0.004916055782903592,0.0175181183276585
0.0023576897863614335,0.014200606277325629
0.000879372279031108,0.011297766409574278
0.00023580955719794535,0.008950918639513918
7.79974353224862e-05,0.007152630954101271
5.1585024852008724e-05,0.006304057668221641
4.685038765332517e-05,0.005741011493573812
4.824596488373766e-05,0.00567955404019548
5.963422547761977e-05,0.005614951984077988
5.7486525195260225e-05,0.005992396075980504
6.191983726153764e-05,0.0063886160285082354
6.424160023714194e-05,0.007130338709521061
7.768877688512912e-05,0.008369655414613332
0.00011368088922703998,0.010050620425599215
0.00012700905168900177,0.011920676137901511
0.00016857444844986804,0.01443087972538726
0.00020431541359418602,0.017089033116967273
0.00028692392382179474,0.020332487498887112
0.00036294317661891287,0.024597960487599164
0.0004048676638939152,0.029712361036363127
0.00045341693116914727,0.036343397471003534
0.0005255214515644523,0.04382639204545739
0.0007741768205615095,0.05257044603243915
0.0008508401655251276,0.06300911488979082
0.0011692383938312196,0.07410520565846285
0.0015282781747937096,0.08602549966797816
0.0015981097051838318,0.10089881300640942
0.0016831720804155856,0.11743027052732505
0.002354658010491487,0.13540494996966665
0.0026526076699018553,0.15609564618289024
0.0031142253353306166,0.1714016285103013
0.0035090167672608584,0.1906833789301706
0.0042490199955394084,0.20685201986244195
0.004916426696837488,0.2216449493774695
0.004671402676431361,0.2334655433058783
0.004682175958418367,0.24005617050258943
0.005558372867689454,0.2423477763676245
0.006556402254003117,0.24896700461878807
0.006213852747895819,0.2582348062165188
0.0016919390507157328,0.26287084678950495
