lower_bound_constr,upper_bound_constr
0.011939773723573067,1.3824263972591926
0.08985835252174254,0.7463998887718545
0.06494870153838715,0.5705276531160408
0.029292728174052894,0.5066965923695795
0.05319979877576952,0.5160095500617738
0.10364472459610438,0.5504256243974252
0.16160114652890692,0.5902831041493899
0.22758844749214788,0.6379451941014447
0.27064523102439675,0.6861501968230119
0.3141064490813189,0.7238998267194211
0.3526176348434607,0.7574694748283273
0.40622108810764823,0.802128956521353
0.4781948338033936,0.8830235694351671
0.6274418749073236,1.0323622007861357
0.8507484324330911,1.2481129581097608
1.1512443299053445,1.5402027924521817
1.4499507048033617,1.8531076476921968
1.700979449822757,2.103083365892822
1.8863504869368113,2.2842862989777992
2.055194263212519,2.449933013052108
2.3502708045774545,2.7540353211472812
2.936380603907927,3.3408942189373882
3.852973664210727,4.252113966732797
4.993770799208223,5.390642137501318
6.077668130988171,6.478605372359481
6.7735150673917355,7.173964137443584
6.855358399673817,7.252732853482121
6.283302964908074,6.675648332541582
5.266467174208227,5.674267827671738
4.138370764159671,4.535515398271414
3.183304075625467,3.567215870858414
2.4994155731083394,2.90021049800594
2.0472695916108337,2.4644156994168194
1.6880158707897233,2.0823106432291536
1.2797404057649915,1.6453344693238856
0.756800332553748,1.2067998706576377
0.2796628921202904,0.7851155718967855
0.012774675937177928,0.4576573750640896
0.0011569292359348115,0.34618006579016763
0.0034869537213598665,0.5492268178133433
0.023916143424191426,1.0490639037455765
0.00800325932979182,1.7068395030166168
