freqs,Z_re_median,Z_im_median,Z_exp_real,Z_exp_imag,Z_re_percentile_0dot1,Z_re_percentile_0dot9,Z_im_percentile_0dot1,Z_im_percentile_0dot9
0.43799999999999994,3.5261495301144956,-0.14230665600501327,3.53,-0.14300000000000002,3.5205079937455594,3.5319786703425144,-0.1435170834534033,-0.1410909632796754
0.511,3.514381549702641,-0.15744933394988728,3.51,-0.157,3.508803886173677,3.520193122961176,-0.1586597846559869,-0.15618288946939463
0.596,3.5008932178197654,-0.17355107260270225,3.5,-0.17300000000000001,3.4953326322271825,3.5067055027459824,-0.17474688222486584,-0.17228178515792641
0.6940000000000001,3.4856393476828966,-0.19036637551544489,3.49,-0.19,3.480031723373631,3.4913956013504106,-0.19157189545377623,-0.18913854039710698
0.8109999999999999,3.4679160509136677,-0.20839581067017607,3.47,-0.20800000000000002,3.4622942895768207,3.4736299448730565,-0.20960416048790298,-0.2071637542254816
0.946,3.448146086818782,-0.2268941968667496,3.45,-0.226,3.4425518753847326,3.453833849875453,-0.2281167779495512,-0.22565639391823855
1.1,3.426473908987905,-0.24551345077046247,3.43,-0.244,3.4208455630534997,3.432073006346737,-0.24674071397907127,-0.24426838103525295
1.29,3.4009523800061046,-0.2655255767164572,3.4,-0.263,3.3952756858560234,3.406539118664152,-0.2667627485488391,-0.2642893513334922
1.5,3.3742456646476633,-0.28458970469402944,3.37,-0.28300000000000003,3.3686251876485627,3.3799044951594794,-0.28579952892695126,-0.28333857606770324
1.75,3.3443352012566674,-0.30395132355635757,3.35,-0.303,3.338730276240466,3.349992391410173,-0.305173729234685,-0.30271657307240285
2.04,3.311994152141077,-0.3228542311953493,3.31,-0.321,3.3063827479149905,3.3177218257299836,-0.32404257309550755,-0.32159233565521733
2.38,3.2768584604906636,-0.3412136929108882,3.28,-0.33799999999999997,3.2712728187044062,3.2825517934891053,-0.3424031543501289,-0.33995687384446704
2.78,3.2388945809857255,-0.3588146969324246,3.24,-0.358,3.2332830318641594,3.2445724325507035,-0.3600203010961364,-0.357546113382216
3.25,3.1982556923703718,-0.37532191700578327,3.2,-0.371,3.192636306141598,3.203952290068539,-0.3765191651632428,-0.37404513214934243
3.79,3.156024064855559,-0.390153213459716,3.15,-0.39,3.150406397725312,3.1617458998609056,-0.391350168196013,-0.388864553457695
4.42,3.111766581434357,-0.40334714299886243,3.11,-0.401,3.106150925094048,3.1175133959677956,-0.40456344813113043,-0.40205817552374984
5.16,3.065460449341549,-0.41476029547668547,3.06,-0.41200000000000003,3.0598101968611933,3.071179655881565,-0.41599166897592593,-0.41347371761528684
6.02,3.0178643075346256,-0.42407478793510184,3.02,-0.425,3.0121426143451195,3.023559313766339,-0.4253143413332932,-0.4228050322251805
7.03,2.968844783130229,-0.43125442085187776,2.97,-0.428,2.9631331722030443,2.974506176181467,-0.43247744050623393,-0.42999642662154564
8.19,2.9197894789362584,-0.4360758670587619,2.92,-0.435,2.9141596706145148,2.925464795559471,-0.43730671157950923,-0.43480582509603455
9.56,2.8697117167143826,-0.4386377789049273,2.87,-0.439,2.8640762874491634,2.875441934992461,-0.43987667344280035,-0.43738582432957424
11.2,2.81840306288047,-0.4388588683443888,2.82,-0.439,2.8127804791145268,2.824123715217564,-0.44010189849800807,-0.4376243230176656
13.0,2.770411382952731,-0.4369098746017308,2.77,-0.436,2.7648074320215428,2.7761306040126796,-0.43815962562759947,-0.43568892207824544
15.2,2.720748193929431,-0.4327286356939458,2.72,-0.43200000000000005,2.7151842295549997,2.726474680196732,-0.43396168011529057,-0.4314980399540103
17.7,2.673350197687948,-0.42671243476270504,2.67,-0.426,2.6677842273663965,2.679076727476073,-0.4279325960419341,-0.42548294042688145
20.7,2.625881497081165,-0.4187184752577163,2.62,-0.419,2.6203471434813297,2.631628643802809,-0.41994653326954506,-0.4174937561366865
24.1,2.5812551690417607,-0.409438490451729,2.58,-0.41,2.5757098185365432,2.5869771705899893,-0.41065395597141807,-0.4081838632321759
28.2,2.5368674622467537,-0.3985165084064124,2.54,-0.39799999999999996,2.5313028907598176,2.5426265762885754,-0.3997646974175991,-0.3972537572994674
32.9,2.4951004762881506,-0.3867406785448094,2.49,-0.386,2.489527149693343,2.5008532212084424,-0.3879957956500565,-0.38547143938007644
38.3,2.4557316189591756,-0.37433633009904,2.46,-0.374,2.4501376260763545,2.4614620167921477,-0.3756068704725051,-0.37306534099883504
44.7,2.417577423762777,-0.36114034169177567,2.42,-0.361,2.411936581351735,2.4233613390755853,-0.36239085824169553,-0.3598543782277072
52.2,2.381169905301925,-0.3474955971831353,2.38,-0.34700000000000003,2.3755578400715245,2.3869542569567423,-0.3487467591327946,-0.3462515284816545
60.9,2.3468453657252946,-0.33372669365694724,2.35,-0.33399999999999996,2.3412671925299833,2.352655027517191,-0.3349797392357804,-0.33248114363415704
71.0,2.3144328898418944,-0.31994515854696093,2.31,-0.32,2.308890404130267,2.320187157194511,-0.32118443087894605,-0.3186917399554255
82.9,2.283430680581516,-0.30606165652292716,2.28,-0.306,2.2778703911639147,2.2891742042228005,-0.3072926737294425,-0.30481333076960165
96.8,2.254031896712295,-0.2922848823467227,2.25,-0.292,2.2484559214498803,2.2597774284823497,-0.2935169943960616,-0.2910465723701294
113.0,2.2262674731543264,-0.27869190968665747,2.23,-0.28,2.2207215603214485,2.2320157383986303,-0.2799197571413765,-0.2774347613781385
132.0,2.199905983225685,-0.26524713071986683,2.2,-0.266,2.1943880946102574,2.2056057719123063,-0.26647868933566143,-0.2640030475673972
154.0,2.1752050508670275,-0.25214600169206797,2.18,-0.253,2.1696624946678793,2.1809311058600014,-0.2533770414083013,-0.25090342596472287
179.0,2.152452998814305,-0.23961325147806403,2.15,-0.24,2.1469027233193985,2.1582404755830003,-0.24084879946730464,-0.23837693430662127
209.0,2.1304070838243154,-0.22697961899932706,2.13,-0.226,2.1248431526317795,2.1362372010326034,-0.22822960814909646,-0.22571561778900767
244.0,2.1097227001810386,-0.21468765420702746,2.11,-0.215,2.1041197425072267,2.1155108890306416,-0.2159281373531952,-0.21343024525211135
285.0,2.0902889428631557,-0.20270191588847442,2.09,-0.203,2.0846853395393676,2.0960880471011123,-0.20393601190728583,-0.20141564583343385
332.0,2.0724660685918024,-0.1913059865013979,2.07,-0.191,2.066875329791419,2.078211263992807,-0.1925489130064894,-0.19002047689219512
388.0,2.055464279731966,-0.18010566004385656,2.06,-0.18,2.0498757616789756,2.0611541659441364,-0.18136059325056458,-0.17883772163750103
452.0,2.0399714107026377,-0.16960295250892377,2.04,-0.17,2.034358319022238,2.045631556463954,-0.17086569026264944,-0.168353478872035
527.0,2.0254566849220215,-0.15954054954579946,2.02,-0.159,2.019834773661941,2.0311867948269677,-0.16078216974593448,-0.15830713447396322
616.0,2.0117473759010824,-0.14985049597805267,2.01,-0.15,2.0061384742498576,2.0174603075232405,-0.15110407561706293,-0.14862337814953216
718.0,1.9991888397014155,-0.14086988795276395,2.0,-0.141,1.9935879563029861,2.0049133409475024,-0.1421252483957198,-0.13963352780294144
838.0,1.9873718706176924,-0.132341840311073,1.99,-0.134,1.981712534597384,1.9930781312538026,-0.1336062860259919,-0.13111898287881624
978.0,1.976279393518325,-0.12435002870919276,1.98,-0.125,1.9706824952375612,1.9819812797940244,-0.12561760715607073,-0.12310880732993204
1140.0,1.9659624357875383,-0.11689984570854739,1.96,-0.11699999999999999,1.9603726002010693,1.9716485381819469,-0.11817872897402144,-0.11563055783817698
1330.0,1.956183170920571,-0.10986498189123478,1.96,-0.11,1.9506203327028504,1.9618423329842776,-0.11115058663003553,-0.10857991976601526
1550.0,1.9469986201803207,-0.10327775956986354,1.95,-0.10300000000000001,1.9414104643643975,1.9526960572490213,-0.10457158785361724,-0.10199522378175227
1810.0,1.938167901116504,-0.09696521260642561,1.94,-0.0964,1.9325844647033357,1.9438899797583684,-0.09823832475322958,-0.09566897727397389
2120.0,1.9296591120254807,-0.09084610871125723,1.93,-0.0906,1.9240933412536558,1.9353313154668574,-0.09211521044304254,-0.0895446535626624
2470.0,1.9218461408771446,-0.0851734736423838,1.92,-0.0846,1.9162973011521907,1.9275288650346591,-0.08646536450539859,-0.08385599530401523
2880.0,1.9144107218271005,-0.07968924560022003,1.91,-0.0787,1.9089157816655398,1.9200785701598322,-0.08100271562669384,-0.07833601777910966
3360.0,1.9073476437136812,-0.07435062847593929,1.91,-0.0738,1.9018486170678417,1.9130057731151955,-0.07569199586170416,-0.07298364364478942
3920.0,1.900643446987289,-0.06914992831440744,1.9,-0.0687,1.8951309124515385,1.9063051003513465,-0.07051801643233088,-0.0677479907211049
4570.0,1.8943420611580817,-0.0640630109947528,1.89,-0.0637,1.8887932028105061,1.8999827677746648,-0.06547498720448915,-0.06263004218666447
5390.0,1.8879376478514822,-0.05866625317493111,1.89,-0.0585,1.8823167064269812,1.8935763671053312,-0.06015415479534254,-0.05715921142878973
6230.0,1.8826225683485012,-0.05395079628513677,1.88,-0.0542,1.8770184844838198,1.8882543364650104,-0.05552652302761762,-0.05234977973425801
7270.0,1.8772505806486706,-0.04890169340293303,1.88,-0.0495,1.8716324226276917,1.8828623689347828,-0.050598299933947426,-0.047216434140051236
8540.0,1.8719319931386218,-0.04357851252407012,1.87,-0.0441,1.8663105597643348,1.8775448351822965,-0.0453689698527693,-0.04175085922810877
9890.0,1.867343494762368,-0.03859479397714667,1.87,-0.0392,1.8617276878801845,1.87299781490331,-0.040527459936717795,-0.036615649467648725
11500.0,1.8628539610348822,-0.033277708119098665,1.86,-0.0338,1.857258804602003,1.8684875672581915,-0.035384653585427236,-0.031107394781721812
13500.0,1.8583044643576376,-0.027351949044408234,1.86,-0.0284,1.8527145225929613,1.8639343431425177,-0.029700720770654165,-0.024965558433679112
15700.0,1.8542130817267557,-0.021398796705541723,1.85,-0.0219,1.8485933072749412,1.8598469469639105,-0.024046118423115215,-0.01874603088769385
18300.0,1.8502575517729898,-0.01490929646365117,1.85,-0.0159,1.844644071294339,1.8559421498889728,-0.017896091421758104,-0.0119202388515671
21400.0,1.8464208333279122,-0.007697090961731228,1.85,-0.008579999999999999,1.840781037244413,1.8521291587858835,-0.011142887322355926,-0.004316775966962116
24900.0,1.8429007314193242,-4.790435851040166e-05,1.84,-0.000463,1.837265556876968,1.8485939536952996,-0.003929500563855123,0.003831750076944325
29100.0,1.8394727848278265,0.008678653100358064,1.84,0.00775,1.8338492043608368,1.8451623113054068,0.004173100369601585,0.01314336466037159
34000.0,1.836234976718874,0.018412342867588097,1.84,0.0174,1.8306653646544884,1.8418739020048709,0.013204180873730945,0.023541720420786436
39600.0,1.8332406836621062,0.029120484797538496,1.83,0.0279,1.8276433354806283,1.8388902103268725,0.023152800731715956,0.03511850478367677
46200.0,1.83039007066603,0.041322011430770085,1.83,0.0407,1.8247801545529845,1.8360721435067164,0.034412241290301536,0.04830583559848184
54000.0,1.827693717851071,0.055354976363981345,1.83,0.0546,1.8220313873770368,1.833375309329881,0.04730126843160227,0.06347682353146074
63000.0,1.825167754288312,0.07118199711007653,1.83,0.0707,1.8194815618883464,1.8309510158977467,0.061877935406889434,0.08067117615641335
73500.0,1.8228014835593345,0.08926700279372345,1.82,0.0898,1.8170174721756822,1.828630320162349,0.0783748622701542,0.10030909216996906
85700.0,1.8205897366007124,0.10998145764293948,1.82,0.11,1.814600846527414,1.8266059851461958,0.09731381015277023,0.12286161967665071
100000.0,1.8185485193014488,0.13391862251355896,1.82,0.136,1.8121767891157208,1.8248276986323242,0.11920425631530834,0.14901757467586
