tau_vec,gamma_GP_unc,gamma_median_constr
1e-06,0.01803283430606939,0.04198384678173679
1.5505157798326253e-06,0.03130679844236539,0.03949496455017578
2.4040991835099745e-06,0.0396486951268713,0.035542154149362
3.727593720314938e-06,0.0418793702849527,0.03505324161002658
5.779692884153313e-06,0.03930143335211511,0.03436738428255427
8.96150501946605e-06,0.0352472335491143,0.03481770808485252
1.3894954943731361e-05,0.033545563571394155,0.03631098284874372
2.1544346900318823e-05,0.03661833501173817,0.03935749356766509
3.340484983513244e-05,0.04425812693416731,0.04543239940086691
5.1794746792312125e-05,0.0538903601954388,0.05331203133345266
8.030857221391521e-05,0.06232784885196452,0.06148701389534193
0.0001245197084735032,0.06808007496906043,0.06787976718124808
0.00019306977288832496,0.07276866580100716,0.07331629557659625
0.00029935772947204905,0.08055339246425319,0.0804105705002282
0.00046415888336127773,0.09563822582792625,0.09420964958651826
0.0007196856730011514,0.11928447232385508,0.11745977049752145
0.001115883992507748,0.14840506468830483,0.14798119205498705
0.0017301957388458943,0.17713563036598146,0.17927682022387603
0.0026826957952797246,0.2009605501028915,0.20524604862988854
0.004159562163071843,0.221054891535033,0.22420741118048562
0.00644946677103762,0.24580669788795717,0.24458750770780271
0.01,0.28771423682728425,0.2816149243273779
0.015505157798326221,0.3564960127409904,0.3491172016016788
0.024040991835099692,0.4517687039339222,0.44947188289512063
0.03727593720314938,0.5594255831211115,0.5659733351827598
0.05779692884153313,0.6542754183003581,0.667372194279569
0.0896150501946605,0.7084069281067116,0.7194291229640619
0.1389495494373136,0.7018566997000164,0.7009274161143375
0.21544346900318823,0.6310030465674004,0.6147589470201118
0.33404849835132444,0.5111231096882634,0.48840544230051697
0.5179474679231202,0.3720117137312755,0.3601649009347947
0.8030857221391504,0.2482234822953302,0.2623179851285614
1.245197084735032,0.16736114349203035,0.20720168457372537
1.9306977288832496,0.14046081532486454,0.18447867648027447
2.9935772947204904,0.15790510781345546,0.17230924946331128
4.641588833612772,0.19258199497447137,0.15083166330342912
7.196856730011514,0.20953451481245366,0.11322364995161599
11.15883992507748,0.17881767953466898,0.0674958632088735
17.30195738845891,0.08674818041514065,0.02812772416383008
26.82695795279722,-0.0588798995989146,0.007663113861569412
41.595621630718426,-0.23163251890580128,0.00841000759766053
64.4946677103762,-0.39593491348561083,0.02173380047750334
100.0,-0.5191045309223536,0.03374450348744207
